sku,img,title,price,price_sale,cat,desc
,/fileadmin/_processed_/csm_11003457_7282753988.jpg,"Set polica Pe"," 4.560,00 RSD ",,,"**dimenzije samo jedne police su:"
,/fileadmin/_processed_/csm_11008474_2ee0cdb504.jpg,"Garderober LOGO 135"," 39.980,00 RSD ",,,
,/fileadmin/_processed_/csm_11001364_a7e84b17f2.jpg,"Kompjuter sto ALFA"," 16.414,00 RSD ",,,"Ozbiljan sto za ozbiljne projekte - sa policom za tastaturu koja se izvlači i fiokom i zatvorenom policom za maksimalnu iskorišćenost prostora za odlaganje. Sa druge strane se nalaze otvorene police za odlaganje diskova i kućišta kompjutera. Kompjuter sto ALFA, u sonoma hrast dezenu, biće idealan gost svake radne sobe."
,/fileadmin/_processed_/csm_21028997_791308718e.jpg,"Ležaj DANTE"," 37.128,00 RSD ",,," Sunđer. Obaranje naslona. Jedna kutija za posteljinu. "
,/fileadmin/_processed_/csm_11008240_a1b4a2bb2e.jpg,"Regal MERIDA"," 45.987,00 RSD ",,," Preporučujemo  Set led rasvete Ra. "
,/fileadmin/_processed_/csm_21026167_f9578c711a.jpg,"Ugaona garnitura GLORIJA"," 71.414,00 RSD ",,," Žičano jezgro i sunđer. Obaranje naslona. Dve kutije za posteljinu. Univerzalni ugao. "
,/fileadmin/_processed_/csm_21027734_80bd3be77d.jpg,"Trpezarijska stolica TC-1963"," 5.720,00 RSD ",,,"Tačan naziv dezena je: sedište/naslon štof svetlo siva, nogari metal crna. Trpezarijsku stolicu TC-1963 ujedinjuje udobnost i savremen dizajn koji pdoprinose autentičnom izgedu ambijenta. Njen dizajn i forma doprinose posebnoj estetskoj privlačnosti. Lako se uklapa u trpezarije različitih dimenzija."
,/fileadmin/_processed_/csm_21031047_82a2181123.jpg,"Trpezarijski sto FI90"," 13.317,00 RSD ",,,"Tačan opis dezena je: konstrukcija metal crna, ploča MDF boja bela. Zahvaljujući svom obliku i dizajnu idealno se uklapa u savremen koncept uređenja trpezarijskog prostora koji može biti zasebna celina ili deo dnevnog boravka. Uklapa se u moderne enterijere savremenih domova."
,/fileadmin/_processed_/csm_21020221_8518f8040c.jpg,"Francuski ležaj ČESTER"," 66.653,00 RSD ",,," Žičano jezgro i sunđer. Makaze sa amortizerima. Jedna kutija za posteljinu. "
,/fileadmin/_processed_/csm_21017936_75a3aedf30.jpg,"Kancelarijska fotelja FY-0654-27"," 15.700,00 RSD ",,,"Tačan naziv dezena je: Eko crna zelena. Kancelarijska fotelja FY-0654 donosi udobnost koja je neophodna svakom radnom prostoru. Poseduje mehanizam podešavanja visine i rukonaslone."
,/fileadmin/_processed_/csm_11006277_003b7f916a.jpg,"Kompjuter sto REY"," 7.843,00 RSD ",,,"Kompjuter sto REY, u sonoma hrast dezenu, praktično je rešenje za opremanje radnog prostora zahvaljujući skladnom dizajnu i dimenzijama. Ovaj model radnog stola poseduje otvoreni segment i frontalni deo levo pozicioniran sa pregradnom policom."
,/fileadmin/_processed_/csm_11006678_14a6a11eb5.jpg,"Element kuhinje KENT BD 60"," 21.320,00 RSD ",,,"*Napomena: Cena je bez ugradnih elemenata."
,/fileadmin/_processed_/csm_11007404_d3096fa871.jpg,"TV polica TOSCANA TV 155"," 19.840,00 RSD ",,,"Tv polica TOSCANA TV 155, u dekoru sivog hrasta i pesak lak folije, deo je istoimene kolekcije koja u Vaš dom donosi savremen tematski koncept uređenja dnevnog boravka. Sastoji se dva zatvorena dela sa soft-close mehanizmom, jedne fioke i jednog otvorenog dela."
,/fileadmin/_processed_/csm_11007409_0b8273d5da.jpg,"Vitrina TOSCANA 2K VS1 125"," 24.245,00 RSD ",,," Preporučujemo  Set LED rasvete Ra2. "
,/fileadmin/_processed_/csm_11007407_0b13b9a434.jpg,"Vitrina TOSCANA 2K VS1 195"," 24.653,00 RSD ",,," Preporučujemo  Set LED rasvete Ra2. "
,/fileadmin/_processed_/csm_11007388_46986c357f.jpg,"Zidna polica UMBRIA ZP"," 3.320,00 RSD ",,,"Zidna polica UMBRIA ZP, u kombinaciji dekora zlatnog hrasta i crnog drveta, funkcionalan je deo istoimene kolekcije koja će doprineti da vaš dom bude opremljen po najnovijim enterijerskim standardima. Iskoristite zidnu policu UMBRIA ZP za izlaganje dragih uspomena kako bi vam one uvek stajale na vidnom mestu."
,/fileadmin/_processed_/csm_11007392_b6e2efced9.jpg,"Klub sto UMBRIA KS"," 10.386,00 RSD ",,,"Klub sto UMBRIA KS, u kombinaciji dekora zlatnog hrasta i crnog drveta, deo je istoimene kolekcije koja će doprineti da vaš dom bude opremljen po najnovijim enterijerskim standardima. Dodatna staklena pregrada klub sto UMBRIA KS doprineće da prostor za odlaganje časopisa, knjiga ili foto albuma bude maksimalno iskorišćen."
,/fileadmin/_processed_/csm_11007390_96a3e49eca.jpg,"Komoda UMBRIA 3K4F"," 19.986,00 RSD ",,,"Komoda UMBRIA 3K4F, u kombinaciji dekora zlatnog hrasta i crnog drveta, deo je istoimene kolekcije koja će doprineti da vaš dom bude opremljen po najnovijim enterijerskim standardima. Sastoji se iz tri dela koja čine 4 prostrane fioke, kao i jednokrilni i otvoreni frontalni deo sa unutrašnjim pregradama. Zbog svoje funkcionalnosti, idealno će se uklopiti u vašu spavaću sobu, dnevni boravak ili predsoblje."
,/fileadmin/_processed_/csm_11009047_8562a7a6a6.jpg,"TV polica BOLOGNA"," 8.980,00 RSD ",,,"TV polica BOLOGNA je spoj topline naturalnog i rustičnog sivog hrasta. Dva zatvorena bočna segmenta, kao i otvoreni deo sa jednom pregradnom policom efektno doprinose funkcionalnoj organizaciji dnevnog boravka."
,/fileadmin/_processed_/csm_11007882_e9dc93b131.jpg,"Predsoblje TURANO"," 9.980,00 RSD ",,,"Predsoblje TURANO, u dekoru sonoma hrasta, sastoji se iz dva praktična dela koja će vam pomoći da svoju omiljenu obuću i odeću adekvatno odložite. Gornji deo koji se kači na zid sadrži zakačke i ogledalo, dok se donji deo sastoji iz jednog zatvorenog segmenta za odlaganje obuće."
,/fileadmin/_processed_/csm_11007454_181f555509.jpg,"Trpezarijski sto CREMONA TS 155x90"," 16.653,00 RSD ",,,"Tprezarijski sto CREMONA TS 155x90, u dekoru zlatnog hrasta i opak bele, idealno će se uklopiti u svaku trpezariju zbog svog modernog dizajna. Zahvaljujući svojim dimenzijama, zadovoljiće potrebe čitave porodice."
,/fileadmin/_processed_/csm_11008386_fba2b19122.jpg,"Predsoblje KAPRI LUX"," 25.980,00 RSD ",,,"Predsoblje KAPRI LUX, u dekoru opak bele i lak bele folije, poseduje zatvorene police za odlaganje obuće, što pruža mogućnost racionalne organizacije predsoblja. Ogledala na frontovima krila zatvorenih polica omogućavaju potpuno opremanje hodnika."
,/fileadmin/_processed_/csm_11008770_837ff994b7.jpg,"Regal LIDO"," 27.980,00 RSD ",,,"*Napomena: cena je bez rasvete."
,/fileadmin/_processed_/csm_11002527_50dbc81adc.jpg,"Kuhinja Ines 120"," 27.980,00 RSD ",,,"*Napomena: cena je bez sudopere. Dubina gornjeg dela je 28,2 cm, dubina donjeg dela je 50,0 cm, dubina radne ploče je 60 cm."
,/fileadmin/_processed_/csm_11007689_229adb6f83.jpg,"Kuhinja ISKRA 120"," 29.980,00 RSD ",,,"*Napomena: Cena je bez sudopere."
,/fileadmin/_processed_/csm_11008483_8473587fda.jpg,"Garderober LOGO 180"," 47.980,00 RSD ",,,
,/fileadmin/_processed_/csm_11007353_2623831c99.jpg,"Ormar KARL 4K2O"," 50.653,00 RSD ",,,"Ormar KARL 4K2O, u dezenu opak bele oplemenjene dekorom crnog drveta, sa frontovima presvučenim belom 3D MDF lak folijom, biće idealan izbor za vašu spavaću sobu. Ogledala koje ormar KARL 4K2O poseduje doprineće modernom dizajnu enterijera. Upotrebni prostor je podeljen na deo sa policama desno, i deo sa garderobnom šipkom levo."
,/fileadmin/_processed_/csm_11008377_b92fb50916.jpg,"Komoda VIOLA 3K2F"," 15.980,00 RSD ",,,"Komoda VIOLA, u kombinaciji sonoma hrast i opak belog dezena, idealna je dopuna garderobnom delu zahvaljujući kombinaciji funkcionalnih fioka i zatvorenih segmenata sa policom u središnjem delu."
,/fileadmin/_processed_/csm_11007434_6a88681d59.jpg,"Bračni krevet ETIDA 160"," 23.986,00 RSD ",,,"*Napomena: Cena je bez poda i dušeka."
,/fileadmin/_processed_/csm_11007435_5046c42388.jpg,"Bračni krevet ETIDA 180"," 25.080,00 RSD ",,,"*Napomena: Cena je bez poda i dušeka."
,/fileadmin/_processed_/csm_11001358_abb8380ac1.jpg,"Otvorena polica BUKI 3P"," 5.271,00 RSD ",,,"Funkcionalni model otvorene police BUKI 3P, u sonoma hrast dezenu, sadrži tri posebne police i veoma efektno će se uklopiti u raznim tipovima enterijera."
,/fileadmin/_processed_/csm_11008383_ab4cd32092.jpg,"Kuhinjski element 60A"," 6.380,00 RSD ",,,"Kuhinjski element 60A, u opak belom dezenu, namenjen je opremanju kuhinja koje imaju potrebu za ugradnom tehnikom."
,/fileadmin/_processed_/csm_11008218_371b42991d.jpg,"Zidna polica MOLISE ZP"," 5.933,00 RSD ",,,"Zidna polica MOLISE ZP, u dekoru artisan hrasta i belog bojenog stakla, deo je istoimene kolekcije MOLISE sa kojom čini stilsku celinu u uređenju enterijera, a koju odlikuju pravilne dizajnerske linije i elegancija. Benefit zidne police MOLISE ZD, pored funkcionalnosti, je i njena estetska privlačnost i mogućnost proizvoljnog postavljanja u prostoru.

"
,/fileadmin/_processed_/csm_11008227_bf8a46b097.jpg,"Klub sto MOLISE"," 23.720,00 RSD ",,,"Klub sto MOLISE, u kombinaciji artisan hrasta i belog bojenog stakla u enterijer unosi odraz elegancije i stila. Svojim izgledom će doprineti da vaš dom bude opremljen po najnovijim enterijerskim standardima, a posebni benefit, ali i estetski privlačan detalj, predstavljaju dve bočne fioke sa soft-close mehanizmom, ispod radne površine. Pripada istoimenom sistemu elemenata MOLISE koga odlikuju pravilne dizajnerske linije. 

"
,/fileadmin/_processed_/csm_11008222_57e157b6d6.jpg,"Vitrina MOLISE 1K VS"," 29.187,00 RSD ",,,"Vitrina MOLISE 1K VS je harmonična kombinacija artisan hrasta i belog bojenog stakla. Sastoji se od jednog zatvorenog i drugog poluzastakljenog dela, koji u unutrašnjosti poseduju praktično raspoređenje police za odlaganje. Frontovi su bez rukohvata, sa soft-close mehanizmom zatvaranja. Pripada istoimenom sistemu elemenata MOLISE koga odlikuju pravilne dizajnerske linije i elegancija. Postoji mogućnost dodavanja rasvete.

"
,/fileadmin/_processed_/csm_11009395_bd3ab8293b.jpg,"Ormar SEBASTIAN 3K2FO"," 33.317,00 RSD ",,,"Ormar SEBASTIAN 3K2FO u kombinaciji toplog dezena artisan hrasta i opak bele estetski će se uklopiti u savremene ambijente doma. Njegova praktičnost je u dobroj organizaciji prostora koji čini garderobna šipka u levom i središnjem delu, dok se u desnom delu nalazi pregradni deo sa četiri police. Poseduje ogledalo u centralnom delu, kao i dve fioke. Estetski će oplemeniti životni prostor."
,/fileadmin/_processed_/csm_11008224_dfb5a43cc4.jpg,"Vitrina MOLISE 2K VS2"," 35.853,00 RSD ",,,"Vitrina MOLISE 2K VS2 je harmonična kombinacija artisan hrasta i belog bojenog stakla. Sastoji se od jednog zatvorenog i drugog poluzastakljenog dela, obostrano, koji u unutrašnjosti poseduju praktično raspoređenje police za odlaganje. Frontovi su bez rukohvata, sa soft-close mehanizmom zatvaranja. Pripada istoimenom sistemu elemenata MOLISE koga odlikuju pravilne dizajnerske linije i elegancija. Postoji mogućnost dodavanja rasvete.

"
,/fileadmin/_processed_/csm_11008220_2b7a25c3c8.jpg,"Komoda MOLISE 4K2F"," 35.986,00 RSD ",,,"Komoda MOLISE 4K2F u kombinaciji artisan hrasta i belog bojenog stakla odlikuje se elegancijom i stilom. Sastoji se od 4 zatvorena segmenta, sa po jednom pregradnom policom, i dve prostrane fioke. Frontovi su bez rukohvata, sa soft-close mehanizmom zatvaranja i poseduje mogućnost ugradnje dodatne rasvete. Deo je istoimene kolekcije MOLISE sa kojom čini stilsku celinu u uređenju enterijera. 

"
,/fileadmin/_processed_/csm_11008216_c1a3350dde.jpg,"TV polica MOLISE"," 36.787,00 RSD ",,,"TV polica MOLISE je harmonična kombinacija artisan hrasta i belog bojenog stakla. Sastoji se četiri prostrane i praktične fioke. Frontovi fioka su bez rukohvata, sa soft-close mehanizmom zatvaranja. Pripada istoimenom sistemu elemenata MOLISE koga odlikuju pravilne dizajnerske linije i elegancija. Postoji mogućnost dodavanja rasvete.

"
,/fileadmin/_processed_/csm_11009396_3d013d0041.jpg,"Ormar SEBASTIAN 4K2F2O"," 46.650,00 RSD ",,,"Ormar SEBASTIAN 4K2F2O u kombinaciji toplog dezena artisan hrasta i opak bele estetski će se uklopiti u savremene ambijente doma. Njegova praktičnost je u prostranosti i dobroj organizaciji prostora koji čini garderobna šipka u središnjem delu, po četiri police sa leve i desne strane, kao i dve fioke. Ogledala na središnjem delu ormara SEBASTIAN 4K2F2O estetski će oplemeniti životni prostor."
,/fileadmin/_processed_/csm_11001359_00a9fbbcee.jpg,"Otvorena polica BUKI 5P"," 7.128,00 RSD ",,,"Otvorena polica BUKI 5P, u sonoma hrast dezenu, sadrži pet polica i u potpunosti će zadovoljiti potrebe za odlaganjem u ambijentu. "
,/fileadmin/_processed_/csm_11007337_bf163b10ba.jpg,"Klub sto UNION 90x50"," 6.985,00 RSD ",,,"Klub sto UNION 90x50, u dekoru sivog hrasta, predstavlja moderan dodatak vašoj dnevnoj sobi. Poseduje donju policu koju možete koristiti za odlaganje časopisa i daljinskih upravljača za sve vaše uređaje."
,/fileadmin/_processed_/csm_11006443_02b1316f3f.jpg,"Cipelar ARCO 2"," 12.653,00 RSD ",,,"Cipelar ARCO 2, u sonoma hrast dezenu, idealno je rešenje za uklapanje u prostore različitih dimenzija. Ovaj model poseduje dva segmenta za odlaganje obuće, praktičnu fioku i desno pozicioniran deo sa dve police."
,/fileadmin/_processed_/csm_11008822_d07024f827.jpg,"TV polica ARCTIC"," 14.653,00 RSD ",,,"*Napomena: cena je bez led rasvete."
,/fileadmin/_processed_/csm_11007397_4f498f2597.jpg,"Regal PARMA"," 29.320,00 RSD ",,,"Dimenzije dela za TV ~1200x900mm (širina x visina)."
,/fileadmin/_processed_/csm_11007458_82499daca3.jpg,"Predsoblje SEBINO"," 19.320,00 RSD ",,,"Predsoblje SEBINO, u dekoru sivog hrasta, odgovoriće na sve vaše potrebe kada je u pitanju opremanje predsoblja. Poseduje praktične police za odlaganje garderobe i obuće, kao i kačilice i veliko ogledalo na krilu predsoblja."
,/fileadmin/_processed_/csm_11009438_1eb3a0f8df.jpg,"Kuhinjski element TARA V20"," 4.700,00 RSD ",,,"*Napomena: Cena je bez ručice. "
,/fileadmin/_processed_/csm_11009445_c58da8059e.jpg,"Kuhinjski element TARA V60 2V"," 6.272,00 RSD ",,,"*Napomena: Cena je bez ručica. "
,/fileadmin/_processed_/csm_11007347_2ec342107b.jpg,"Ogledalo KENT OG M"," 6.414,00 RSD ",,,"Ogledalo KENT OG M, u dekoru belog hrasta, deo je istoimene kolekcije koja u vaš dom unosi dodir otmene klasike i rafiniranog ukusa."
,/fileadmin/_processed_/csm_11008687_e5992207a6.jpg,"Noćni ormarić KENT NO"," 7.128,00 RSD ",,,"Noćni ormarić KENT NO, u belom i sivom hrast dezenu, poseduje dve praktične praktične fioke, deo je istoimene kolekcije koja u vaš dom unosi dodir otmene klasike i rafiniranog ukusa. "
,/fileadmin/_processed_/csm_11007387_7b0b3e0067.jpg,"Vitrina UMBRIA POP"," 11.320,00 RSD ",,,"Vitrina UMBRIA POP, u kombinaciji dekora sivog hrasta i crnog drveta, deo je istoimene kolekcije koja će doprineti da vaš dom bude opremljen po najnovijim enterijerskim standardima. Sastoji se od dva segmenta sa unutrašnjim pregradama, od kojih je jedan zatvoren, a drugi otvoren."
,/fileadmin/_processed_/csm_11007383_345bec7c12.jpg,"TV polica UMBRIA TV 140"," 11.853,00 RSD ",,,"TV polica UMBRIA TV 140, u kombinaciji dekora sivog hrasta i crnog drveta, deo je istoimene kolekcije koja će doprineti da vaš dom bude opremljen po najnovijim enterijerskim standardima. TV polica UMBRIA TV 140 poseduje zatvoren i otvoren segment sa pregradama."
,/fileadmin/_processed_/csm_11008354_c4ae7e3baf.jpg,"Ormar LORCA 2K"," 12.653,00 RSD ",,,"Ormar LORCA 2K u dezenu sivog hrasta i crnog drveta predstavlja klasično i praktično rešenje za vaš dom. Zahvaljujući modernom izboru dekora može naći mesto u svakoj prostoriji vašeg doma."
,/fileadmin/_processed_/csm_11007385_c8414538a8.jpg,"Vitrina UMBRIA 1K VS"," 15.320,00 RSD ",,," Preporučujemo  Set LED rasvete Ra2,  Set spot svetla 1 SVETILJKA. "
,/fileadmin/_processed_/csm_11006434_a8ef850d19.jpg,"Bračni krevet BON 160"," 15.700,00 RSD ",,,"*Napomena: cena je bez poda i dušeka."
,/fileadmin/_processed_/csm_11007516_ea0777ad56.jpg,"Bračni krevet KENT BK 160"," 17.843,00 RSD ",,,"*Napomena: cena je bez poda i dušeka."
,/fileadmin/_processed_/csm_11008352_56146da9bd.jpg,"Regal LORCA"," 23.453,00 RSD ",,,"Regal LORCA u dekoru sivog hrasta i crnog drveta predstavlja kompaktan model regala namenjenog modernim ambijentima. Sastoji se od kombinacije otvorenih i zatvorenih polica i pogodan je kako za audio-vizuelne uređaje, tako i za dekor i odlaganje potrebnih stvari. Preporuka je kombinovanje sa praktičnim dvokrilnim ormarom istog dezena i stilske linije LORCA 2K."
,/fileadmin/_processed_/csm_11008627_1b3260a394.jpg,"Komoda KENT 160 3K3F"," 24.271,00 RSD ",,,"Komoda KENT 160 3K3F, u belom i sivom hrast dezenu, poseduje sistem od tri praktične fioke i tri zatvorena segmenta koja su idealna dopuna garderobnom delu. Deo je istoimene kolekcije koja u vaš dom unosi dodir otmene klasike i rafiniranog ukusa. "
,/fileadmin/_processed_/csm_11006523_dd1fddf7b2.jpg,"Ormar KENT 4K2F2O"," 51.414,00 RSD ",,,"Ormar KENT 4K2F2O, u kombinaciji dezena belog i sivog hrasta, deo je istoimene kolekcije koja u vaš dom unosi dodir otmene klasike i rafiniranog ukusa. Ovaj model poseduje segment sa policama centralno pozicioniran, delove sa garderobnim šipkama i dve praktične fioke."
,/fileadmin/_processed_/csm_11006620_c2df198ebe.jpg,"Garderober KENT 225 OG"," 62.843,00 RSD ",,,"Garderober KENT 225 OG, u belom i sivom hrast dezenu, poseduje bočno smeštene segmente sa policama i centralno pozicioniran deo sa garderobnom šipkom. Poseban benefit ovog modela je ogledalo levo pozicionirano i klizni mehanizam koji doprinosi ekonomičnog organizaciji raspoloživog prostora. Deo je istoimene kolekcije koja u vaš dom unosi dodir otmene klasike i rafiniranog ukusa."
,/fileadmin/_processed_/csm_11009619_5cdcc6c777.jpg,"Front TARA SM45-V5"," 2.129,00 RSD ",,,
,/fileadmin/_processed_/csm_11010873_51bd257a4b.jpg,"Front TARA SM45-V7"," 2.700,00 RSD ",,,"Front TARA SM45-V7 pripada sistemu kuhinjskih elemenata TARA. Namenjen je maskiranju ugradne sudomaašine i uklapa se uz ostale elemente sistema elemenata TARA. - Sistem elemenata TARA za opremanje kuhinje odlikuje estetski privlačan savremeni dizajn sa rustičnom notom kojoj doprinose frontovi u dekoru sivog hrasta i istaknutom teksturom drveta, ali i suptilna i elegantna dizajnerska linija, koja odgovara najsavremenijim enterijerima. Osim kod kombinovanih elemenata korpusi su u opak belom dezenu. Namenjen je kompletnom opremanju kuhinje i sastoji se od čak 30 kuhinjskih elemenata - donjih, visećih i kombinovanih, koji se mogu uklapati po želji, upotrebnoj vredosti, ali i prema prostornim ograničenjima. Elementi kolekcije TARA su različitih dimenzija širine i pogodni su za prilagođavanje svakom ambijentu."
,/fileadmin/_processed_/csm_11010867_315de7200a.jpg,"Front TARA SM60-V7"," 2.843,00 RSD ",,,"Front TARA SM60-V7 pripada sistemu kuhinjskih elemenata TARA. Namenjen je maskiranju ugradne sudomaašine i uklapa se uz ostale elemente sistema elemenata TARA. - Sistem elemenata TARA za opremanje kuhinje odlikuje estetski privlačan savremeni dizajn sa rustičnom notom kojoj doprinose frontovi u dekoru sivog hrasta i istaknutom teksturom drveta, ali i suptilna i elegantna dizajnerska linija, koja odgovara najsavremenijim enterijerima. Osim kod kombinovanih elemenata korpusi su u opak belom dezenu. Namenjen je kompletnom opremanju kuhinje i sastoji se od čak 30 kuhinjskih elemenata - donjih, visećih i kombinovanih, koji se mogu uklapati po želji, upotrebnoj vredosti, ali i prema prostornim ograničenjima. Elementi kolekcije TARA su različitih dimenzija širine i pogodni su za prilagođavanje svakom ambijentu."
,/fileadmin/_processed_/csm_11009621_39d1430327.jpg,"Front UNA SM45-V5"," 2.843,00 RSD ",,,&nbsp;
,/fileadmin/_processed_/csm_11010868_0c8286975c.jpg,"Front UNA SM45-V7"," 3.271,00 RSD ",,,&nbsp;
,/fileadmin/_processed_/csm_11006686_8cc3a12afb.jpg,"Set LED rasvete Ra2"," 3.320,00 RSD ",,," Preporučujemo  TV polica REX,  Regal TOTO,  Vitrina TOSCANA 2K VS1 125,  Vitrina ENZO 2K VS1 125,  TV polica CADIZ,  Vitrina UMBRIA 1K VS. "
,/fileadmin/_processed_/csm_11009627_5abeefb086.jpg,"Front UNA SM60-V5"," 3.414,00 RSD ",,,&nbsp;
,/fileadmin/_processed_/csm_11010874_d124f8e387.jpg,"Front UNA SM60-V7"," 3.557,00 RSD ",,,&nbsp;
,/fileadmin/_processed_/csm_11005226_7cd522619e.jpg,"Set spot svetla 1 SVETILJKA"," 3.720,00 RSD ",,," Preporučujemo  Vitrina UMBRIA 1K VS,  Regal BURGOS,  Regal BURGOS. "
,/fileadmin/_processed_/csm_11003463_1b55a9119f.jpg,"Set led rasvete Ra"," 3.853,00 RSD ",,,"*4 trake"
,/fileadmin/_processed_/csm_11009439_f882262bec.jpg,"Kuhinjski element TARA V30"," 4.843,00 RSD ",,,"*Napomena: Cena je bez ručice. "
,/fileadmin/_processed_/csm_11009440_20829d1375.jpg,"Kuhinjski element TARA V40"," 4.986,00 RSD ",,,"*Napomena: Cena je bez ručice. "
,/fileadmin/_processed_/csm_11006507_1c3af099aa.jpg,"Ogledalo BENY OG"," 5.186,00 RSD ",,,"Ogledalo BENY OG pruža mogućnost kompletiranja kompozicije istoimenog predsoblja, kako funkcionalno tako i estetski."
,/fileadmin/_processed_/csm_11009556_b6f58532ac.jpg,"Kuhinjski element UNA V20"," 5.414,00 RSD ",,,&nbsp;
,/fileadmin/_processed_/csm_11009423_abd806b6f1.jpg,"Kuhinjski element TARA D30"," 5.414,00 RSD ",,,"*Napomena: Cena je bez radne ploče, ručice i sokle. "
,/fileadmin/_processed_/csm_11009442_9b2640d4f7.jpg,"Kuhinjski element TARA V45"," 5.414,00 RSD ",,,"*Napomena: Cena je bez ručice. "
,/fileadmin/_processed_/csm_11009557_de3aac2701.jpg,"Kuhinjski element UNA V30"," 5.700,00 RSD ",,,&nbsp;
,/fileadmin/_processed_/csm_11009424_1927516720.jpg,"Kuhinjski element TARA D40"," 5.700,00 RSD ",,,"*Napomena: Cena je bez radne ploče, ručice i sokle. "
,/fileadmin/_processed_/csm_11009431_cdb983d1f8.jpg,"Kuhinjski element TARA D60 UR"," 5.700,00 RSD ",,,"*Napomena: Cena je bez radne ploče i sokle. "
,/fileadmin/_processed_/csm_11009443_d58ecd809f.jpg,"Kuhinjski element TARA V60 A"," 5.700,00 RSD ",,,"*Napomena: Cena je bez ručice. "
,/fileadmin/_processed_/csm_11009444_14e4416631.jpg,"Kuhinjski element TARA V60 1V"," 6.129,00 RSD ",,,"*Napomena: Cena je bez ručice. "
,/fileadmin/_processed_/csm_11009446_ed4ebbf0e2.jpg,"Kuhinjski element TARA V60 UA"," 6.129,00 RSD ",,,"*Napomena: Cena je bez ručice. "
,/fileadmin/_processed_/csm_11008557_696b198b81.jpg,"Element predsoblja BENY CIV 390"," 6.386,00 RSD ",,,"Element predsoblja BENY CIV 390 , u dezenu sivog hrasta i sa lak belom folijom, uneće u vaše predsoblje svežinu i eleganciju, kao i praktičnu notu zahvaljujući kačilicama za odlaganje garderobe. Može se kombinovati sa istoimenim elementima koji zaokružuju enterijersku priču ulaza u vaš dom."
,/fileadmin/_processed_/csm_11007433_dbb42fa022.jpg,"Noćni ormarić ETIDA NO2F"," 6.386,00 RSD ",,,"Noćni ormarić ETIDA NO2F, u dekoru sivog hrasta i crnog dezena, deo je istoimene kolekcije elemenata spavaće sobe. Noćni ormarić ETIDA NO2F ima dve praktične, vertikalno smeštene fioke."
,/fileadmin/_processed_/csm_11009549_b4201931b5.jpg,"Kuhinjski element UNA D60 UR"," 6.557,00 RSD ",,,&nbsp;
,/fileadmin/_processed_/csm_11009426_472425ba6a.jpg,"Kuhinjski element TARA D45"," 6.557,00 RSD ",,,"*Napomena: Cena je bez radne ploče, ručice i sokle. "
,/fileadmin/_processed_/csm_11009541_d41ef52dab.jpg,"Kuhinjski element UNA D30"," 6.843,00 RSD ",,,&nbsp;
,/fileadmin/_processed_/csm_11009558_a9666ffff6.jpg,"Kuhinjski element UNA V40"," 6.843,00 RSD ",,,&nbsp;
,/fileadmin/_processed_/csm_11009560_c905b703bc.jpg,"Kuhinjski element UNA V45"," 7.129,00 RSD ",,,&nbsp;
,/fileadmin/_processed_/csm_11009561_f80419fd21.jpg,"Kuhinjski element UNA V60 A"," 7.129,00 RSD ",,,&nbsp;
,/fileadmin/_processed_/csm_11009428_8f69f9e2d4.jpg,"Kuhinjski element TARA D60 1V"," 7.129,00 RSD ",,,"*Napomena: Cena je bez radne ploče, ručice i sokle. "
,/fileadmin/_processed_/csm_11009447_e1953f05a5.jpg,"Kuhinjski element TARA V80"," 7.129,00 RSD ",,,"*Napomena: Cena je bez ručica. "
,/fileadmin/_processed_/csm_11009427_b3c56969b1.jpg,"Kuhinjski element TARA D60 2V"," 7.557,00 RSD ",,,"*Napomena: Cena je bez radne ploče, ručica i sokle. "
,/fileadmin/_processed_/csm_11009433_abde97c787.jpg,"Kuhinjski element TARA D80 S"," 7.557,00 RSD ",,,"*Napomena: Cena je bez radne ploče, sudopere, ručica i sokle. "
,/fileadmin/_processed_/csm_11009542_0b34e280fc.jpg,"Kuhinjski element UNA D40"," 7.700,00 RSD ",,,&nbsp;
,/fileadmin/_processed_/csm_11009564_100c960306.jpg,"Kuhinjski element UNA V60 UA"," 7.843,00 RSD ",,,&nbsp;
,/fileadmin/_processed_/csm_11009544_ae5220715d.jpg,"Kuhinjski element UNA D45"," 8.129,00 RSD ",,,&nbsp;
,/fileadmin/_processed_/csm_11009562_27ea9d8aec.jpg,"Kuhinjski element UNA V60 1V"," 8.129,00 RSD ",,,&nbsp;
,/fileadmin/_processed_/csm_11009432_ad8261bde9.jpg,"Kuhinjski element TARA D80"," 8.557,00 RSD ",,,"*Napomena: Cena je bez radne ploče, ručica i sokle. "
,/fileadmin/_processed_/csm_11009563_a579c1063e.jpg,"Kuhinjski element UNA V60 2V"," 8.557,00 RSD ",,,&nbsp;
,/fileadmin/_processed_/csm_11008567_2cab657b0b.jpg,"Element predsoblja BENY KOM"," 8.653,00 RSD ",,,"Element predsoblja BENY KOM, u opak belom dezenu sa belom lak folijom, poseduje praktičan zatvoren deo za odlaganje obuće, kao i tapaciranu površinu. Može se kombinovati sa istoimenim elementima koji zaokružuju enterijersku priču ulaza u vaš dom."
,/fileadmin/_processed_/csm_11009546_ef456f6b64.jpg,"Kuhinjski element UNA D60 1V"," 9.272,00 RSD ",,,&nbsp;
